Rawfilenumber	Sample	Protease	run	replicate
EH5856	blank	AspN	run2	NA
EH5857	blank	AspN	run2	NA
EH5858	blank	AspN	run2	NA
EH5859	64	AspN	run2	1
EH5860	64	AspN	run2	2
EH5861	64	AspN	run2	3
EH5862	blank	AspN	run2	NA
EH5863	blank	AspN	run2	NA
EH5864	blank	AspN	run2	NA
EH5865	65	AspN	run2	1
EH5866	65	AspN	run2	2
EH5867	65	AspN	run2	3
EH5868	blank	AspN	run2	NA
EH5869	blank	AspN	run2	NA
EH5870	blank	AspN	run2	NA
EH5871	66	AspN	run2	1
EH5872	66	AspN	run2	2
EH5873	66	AspN	run2	3
EH5874	blank	AspN	run2	NA
EH5875	blank	AspN	run2	NA
EH5876	blank	AspN	run2	NA
EH5877	67	AspN	run2	1
EH5878	67	AspN	run2	2
EH5879	67	AspN	run2	3
EH5880	68	AspN	run2	1
EH5881	68	AspN	run2	2
EH5882	68	AspN	run2	3
EH5883	blank	AspN	run2	NA
EH5884	blank	AspN	run2	NA
EH5885	blank	AspN	run2	NA
EH5886	69	AspN	run2	1
EH5887	69	AspN	run2	2
EH5888	69	AspN	run2	3
EH5889	blank	AspN	run2	NA
EH5890	blank	AspN	run2	NA
EH5891	blank	AspN	run2	NA
EH5892	70	AspN	run2	1
EH5893	70	AspN	run2	2
EH5894	70	AspN	run2	3
EH5912	1	Ct+Tryp	run2	1
EH5913	1	Ct+Tryp	run2	2
EH5914	1	Ct+Tryp	run2	3
EH5915	blank	Ct+Tryp	run2	NA
EH5916	2	Ct+Tryp	run2	1
EH5917	2	Ct+Tryp	run2	2
EH5918	2	Ct+Tryp	run2	3
EH5919	blank	Ct+Tryp	run2	NA
EH5920	3	Ct+Tryp	run2	1
EH5921	3	Ct+Tryp	run2	2
EH5922	3	Ct+Tryp	run2	3
EH5923	blank	Ct+Tryp	run2	NA
EH5924	4	Ct+Tryp	run2	1
EH5925	4	Ct+Tryp	run2	2
EH5926	4	Ct+Tryp	run2	3
EH5927	blank	Ct+Tryp	run2	NA
EH5928	5	Ct+Tryp	run2	1
EH5929	5	Ct+Tryp	run2	2
EH5930	5	Ct+Tryp	run2	3
EH5931	blank	Ct+Tryp	run2	NA
EH5932	blank	Ct+Tryp	run2	NA
EH5933	blank	Ct+Tryp	run2	NA
EH5934	6	Ct+Tryp	run2	1
EH5935	6	Ct+Tryp	run2	2
EH5936	6	Ct+Tryp	run2	3
EH5937	blank	Ct+Tryp	run2	NA
EH5938	7	Ct+Tryp	run2	1
EH5939	7	Ct+Tryp	run2	2
EH5940	7	Ct+Tryp	run2	3
EH5941	blank	Ct+Tryp	run2	NA
EH5942	8	Ct+Tryp	run2	1
EH5943	8	Ct+Tryp	run2	2
EH5944	8	Ct+Tryp	run2	3
EH5945	blank	Ct+Tryp	run2	NA
EH5946	9	Ct+Tryp	run2	1
EH5947	9	Ct+Tryp	run2	2
EH5948	9	Ct+Tryp	run2	3
EH5949	blank	Ct+Tryp	run2	NA
EH5950	10	Ct+Tryp	run2	1
EH5951	10	Ct+Tryp	run2	2
EH5952	10	Ct+Tryp	run2	3
EH5953	blank	Ct+Tryp	run2	NA
EH5954	blank	Ct+Tryp	run2	NA
EH5955	blank	Ct+Tryp	run2	NA
EH5956	11	Ct+Tryp	run2	1
EH5957	11	Ct+Tryp	run2	2
EH5958	11	Ct+Tryp	run2	3
EH5959	blank	Ct+Tryp	run2	NA
EH5960	12	Ct+Tryp	run2	1
EH5961	12	Ct+Tryp	run2	2
EH5962	12	Ct+Tryp	run2	3
EH5963	blank	Ct+Tryp	run2	NA
EH5964	13	Ct+Tryp	run2	1
EH5965	13	Ct+Tryp	run2	2
EH5966	13	Ct+Tryp	run2	3
EH5967	blank	Ct+Tryp	run2	NA
EH5968	14	Ct+Tryp	run2	1
EH5969	14	Ct+Tryp	run2	2
EH5970	14	Ct+Tryp	run2	3
EH5971	blank	Ct+Tryp	run2	NA
EH5972	15	Ct+Tryp	run2	1
EH5973	15	Ct+Tryp	run2	2
EH5974	15	Ct+Tryp	run2	3
EH5975	blank	Ct+Tryp	run2	NA
EH5976	16	Ct+Tryp	run2	1
EH5977	16	Ct+Tryp	run2	2
EH5978	16	Ct+Tryp	run2	3
EH5979	blank	Ct+Tryp	run2	NA
EH5980	blank	Ct+Tryp	run2	NA
EH5981	blank	Ct+Tryp	run2	NA
EH5982	17	Ct+Tryp	run2	1
EH5983	17	Ct+Tryp	run2	2
EH5984	17	Ct+Tryp	run2	3
EH5985	blank	Ct+Tryp	run2	NA
EH5986	18	Ct+Tryp	run2	1
EH5987	18	Ct+Tryp	run2	2
EH5988	18	Ct+Tryp	run2	3
EH5989	blank	Ct+Tryp	run2	NA
EH5990	19	Ct+Tryp	run2	1
EH5991	19	Ct+Tryp	run2	2
EH5992	19	Ct+Tryp	run2	3
EH5993	blank	Ct+Tryp	run2	NA
EH5994	20	Ct+Tryp	run2	1
EH5995	20	Ct+Tryp	run2	2
EH5996	20	Ct+Tryp	run2	3
EH5997	blank	Ct+Tryp	run2	NA
EH5998	21	Ct+Tryp	run2	1
EH5999	21	Ct+Tryp	run2	2
EH6000	21	Ct+Tryp	run2	3
EH6001	blank	Ct+Tryp	run2	NA
EH6002	blank	Ct+Tryp	run2	NA
EH6003	blank	Ct+Tryp	run2	NA
EH6004	22	Ct+Tryp	run2	1
EH6005	22	Ct+Tryp	run2	2
EH6006	22	Ct+Tryp	run2	3
EH6007	blank	Ct+Tryp	run2	NA
EH6008	23	Ct+Tryp	run2	1
EH6009	23	Ct+Tryp	run2	2
EH6010	23	Ct+Tryp	run2	3
EH6011	blank	Ct+Tryp	run2	NA
EH6012	24	Ct+Tryp	run2	1
EH6013	24	Ct+Tryp	run2	2
EH6014	24	Ct+Tryp	run2	3
EH6015	blank	Ct+Tryp	run2	NA
EH6016	25	Ct+Tryp	run2	1
EH6017	25	Ct+Tryp	run2	2
EH6018	25	Ct+Tryp	run2	3
EH6019	blank	Ct+Tryp	run2	NA
EH6020	blank	Ct+Tryp	run2	NA
EH6021	blank	Ct+Tryp	run2	NA
EH6022	26	Ct+Tryp	run2	1
EH6023	26	Ct+Tryp	run2	2
EH6024	26	Ct+Tryp	run2	3
EH6025	blank	Ct+Tryp	run2	NA
EH6026	blank	Ct+Tryp	run2	NA
EH6027	blank	Ct+Tryp	run2	NA
EH6028	27	Ct+Tryp	run2	1
EH6029	27	Ct+Tryp	run2	2
EH6030	27	Ct+Tryp	run2	3
EH6031	blank	Ct+Tryp	run2	NA
EH6032	blank	Ct+Tryp	run2	NA
EH6033	blank	Ct+Tryp	run2	NA
EH6034	28	Ct+Tryp	run2	1
EH6035	28	Ct+Tryp	run2	2
EH6036	28	Ct+Tryp	run2	3
EH6037	blank	Ct+Tryp	run2	NA
EH6038	blank	Ct+Tryp	run2	NA
EH6039	blank	Ct+Tryp	run2	NA
EH6040	29	Ct+Tryp	run2	1
EH6041	29	Ct+Tryp	run2	2
EH6042	29	Ct+Tryp	run2	3
EH6043	blank	Ct+Tryp	run2	NA
EH6044	blank	Ct+Tryp	run2	NA
EH6045	blank	Ct+Tryp	run2	NA
EH6046	30	Ct+Tryp	run2	1
EH6047	30	Ct+Tryp	run2	2
EH6048	30	Ct+Tryp	run2	3
EH6049	blank	Ct+Tryp	run2	NA
EH6050	blank	Ct+Tryp	run2	NA
EH6051	blank	Ct+Tryp	run2	NA
EH6052	31	Ct+Tryp	run2	1
EH6053	31	Ct+Tryp	run2	2
EH6054	31	Ct+Tryp	run2	3
EH6055	blank	Ct+Tryp	run2	NA
EH6056	blank	Ct+Tryp	run2	NA
EH6057	blank	Ct+Tryp	run2	NA
EH6058	32	Ct+Tryp	run2	1
EH6059	32	Ct+Tryp	run2	2
EH6060	32	Ct+Tryp	run2	3
EH6061	blank	Ct+Tryp	run2	NA
EH6062	blank	Ct+Tryp	run2	NA
EH6063	blank	Ct+Tryp	run2	NA
EH6064	33	Ct+Tryp	run2	1
EH6065	33	Ct+Tryp	run2	2
EH6066	33	Ct+Tryp	run2	3
EH6067	blank	Ct+Tryp	run2	NA
EH6068	blank	Ct+Tryp	run2	NA
EH6069	blank	Ct+Tryp	run2	NA
EH6070	34	Ct+Tryp	run2	1
EH6071	34	Ct+Tryp	run2	2
EH6072	34	Ct+Tryp	run2	3
EH6073	blank	Ct+Tryp	run2	NA
EH6074	blank	Ct+Tryp	run2	NA
EH6075	blank	Ct+Tryp	run2	NA
EH6076	35	Ct+Tryp	run2	1
EH6077	35	Ct+Tryp	run2	2
EH6078	35	Ct+Tryp	run2	3
EH6079	blank	Ct+Tryp	run2	NA
EH6080	blank	Ct+Tryp	run2	NA
EH6081	blank	Ct+Tryp	run2	NA
EH6082	36	Ct+Tryp	run2	1
EH6083	36	Ct+Tryp	run2	2
EH6084	36	Ct+Tryp	run2	3
EH6085	37	Ct+Tryp	run2	1
EH6086	37	Ct+Tryp	run2	2
EH6087	37	Ct+Tryp	run2	3
EH6088	38	Ct+Tryp	run2	1
EH6089	38	Ct+Tryp	run2	2
EH6090	38	Ct+Tryp	run2	3
EH6091	39	Ct+Tryp	run2	1
EH6092	39	Ct+Tryp	run2	2
EH6093	39	Ct+Tryp	run2	3
EH6094	blank	Ct+Tryp	run2	NA
EH6095	blank	Ct+Tryp	run2	NA
EH6096	blank	Ct+Tryp	run2	NA
EH6097	40	Ct+Tryp	run2	1
EH6098	40	Ct+Tryp	run2	2
EH6099	40	Ct+Tryp	run2	3
EH6100	41	Ct+Tryp	run2	1
EH6101	41	Ct+Tryp	run2	2
EH6102	41	Ct+Tryp	run2	3
EH6103	42	Ct+Tryp	run2	1
EH6104	42	Ct+Tryp	run2	2
EH6105	42	Ct+Tryp	run2	3
EH6106	43	Ct+Tryp	run2	1
EH6107	43	Ct+Tryp	run2	2
EH6108	43	Ct+Tryp	run2	3
EH6109	blank	Ct+Tryp	run2	NA
EH6110	blank	Ct+Tryp	run2	NA
EH6111	blank	Ct+Tryp	run2	NA
EH6112	44	Ct+Tryp	run2	1
EH6113	44	Ct+Tryp	run2	2
EH6114	44	Ct+Tryp	run2	3
EH6115	45	Ct+Tryp	run2	1
EH6116	45	Ct+Tryp	run2	2
EH6117	45	Ct+Tryp	run2	3
EH6118	46	Ct+Tryp	run2	1
EH6119	46	Ct+Tryp	run2	2
EH6120	46	Ct+Tryp	run2	3
EH6121	47	Ct+Tryp	run2	1
EH6122	47	Ct+Tryp	run2	2
EH6123	47	Ct+Tryp	run2	3
EH6124	blank	Ct+Tryp	run2	NA
EH6125	blank	Ct+Tryp	run2	NA
EH6126	blank	Ct+Tryp	run2	NA
EH6127	48	Ct+Tryp	run2	1
EH6128	48	Ct+Tryp	run2	2
EH6129	48	Ct+Tryp	run2	3
EH6130	blank	Ct+Tryp	run2	NA
EH6131	blank	Ct+Tryp	run2	NA
EH6132	blank	Ct+Tryp	run2	NA
EH6133	49	Ct+Tryp	run2	1
EH6134	49	Ct+Tryp	run2	2
EH6135	49	Ct+Tryp	run2	3
EH6136	blank	Ct+Tryp	run2	NA
EH6137	blank	Ct+Tryp	run2	NA
EH6138	blank	Ct+Tryp	run2	NA
EH6139	50	Ct+Tryp	run2	1
EH6140	50	Ct+Tryp	run2	2
EH6141	50	Ct+Tryp	run2	3
EH6142	blank	Ct+Tryp	run2	NA
EH6143	blank	Ct+Tryp	run2	NA
EH6144	blank	Ct+Tryp	run2	NA
EH6145	51	Ct+Tryp	run2	1
EH6146	51	Ct+Tryp	run2	2
EH6147	51	Ct+Tryp	run2	3
EH6148	blank	Ct+Tryp	run2	NA
EH6149	blank	Ct+Tryp	run2	NA
EH6150	blank	Ct+Tryp	run2	NA
EH6151	52	Ct+Tryp	run2	1
EH6152	52	Ct+Tryp	run2	2
EH6153	52	Ct+Tryp	run2	3
EH6154	blank	Ct+Tryp	run2	NA
EH6155	blank	Ct+Tryp	run2	NA
EH6156	blank	Ct+Tryp	run2	NA
EH6157	53	Ct+Tryp	run2	1
EH6158	53	Ct+Tryp	run2	2
EH6159	53	Ct+Tryp	run2	3
EH6160	blank	Ct+Tryp	run2	NA
EH6161	blank	Ct+Tryp	run2	NA
EH6162	blank	Ct+Tryp	run2	NA
EH6163	54	Ct+Tryp	run2	1
EH6164	54	Ct+Tryp	run2	2
EH6165	54	Ct+Tryp	run2	3
EH6166	blank	Ct+Tryp	run2	NA
EH6167	blank	Ct+Tryp	run2	NA
EH6168	blank	Ct+Tryp	run2	NA
EH6169	55	Ct+Tryp	run2	1
EH6170	55	Ct+Tryp	run2	2
EH6171	55	Ct+Tryp	run2	3
EH6172	56	Ct+Tryp	run2	1
EH6173	56	Ct+Tryp	run2	2
EH6174	56	Ct+Tryp	run2	3
EH6175	57	Ct+Tryp	run2	1
EH6176	57	Ct+Tryp	run2	2
EH6177	57	Ct+Tryp	run2	3
EH6178	58	Ct+Tryp	run2	1
EH6179	58	Ct+Tryp	run2	2
EH6180	58	Ct+Tryp	run2	3
EH6181	blank	Ct+Tryp	run2	NA
EH6182	blank	Ct+Tryp	run2	NA
EH6183	blank	Ct+Tryp	run2	NA
EH6184	59	Ct+Tryp	run2	1
EH6185	59	Ct+Tryp	run2	2
EH6186	59	Ct+Tryp	run2	3
EH6187	blank	Ct+Tryp	run2	NA
EH6188	blank	Ct+Tryp	run2	NA
EH6189	blank	Ct+Tryp	run2	NA
EH6190	blank	Ct+Tryp	run2	NA
EH6191	blank	Ct+Tryp	run2	NA
EH6192	blank	Ct+Tryp	run2	NA
EH6193	60	Ct+Tryp	run2	1
EH6194	60	Ct+Tryp	run2	2
EH6195	60	Ct+Tryp	run2	3
EH6196	blank	Ct+Tryp	run2	NA
EH6197	blank	Ct+Tryp	run2	NA
EH6198	blank	Ct+Tryp	run2	NA
EH6199	61	Ct+Tryp	run2	1
EH6200	61	Ct+Tryp	run2	2
EH6201	61	Ct+Tryp	run2	3
EH6202	blank	Ct+Tryp	run2	NA
EH6203	blank	Ct+Tryp	run2	NA
EH6204	blank	Ct+Tryp	run2	NA
EH6205	62	Ct+Tryp	run2	1
EH6206	62	Ct+Tryp	run2	2
EH6207	62	Ct+Tryp	run2	3
EH6208	blank	Ct+Tryp	run2	NA
EH6209	blank	Ct+Tryp	run2	NA
EH6210	blank	Ct+Tryp	run2	NA
EH6211	63	Ct+Tryp	run2	1
EH6212	63	Ct+Tryp	run2	2
EH6213	63	Ct+Tryp	run2	3
EH6214	blank	Ct+Tryp	run2	NA
EH6215	blank	Ct+Tryp	run2	NA
EH6216	blank	Ct+Tryp	run2	NA
EH6217	64	Ct+Tryp	run2	1
EH6218	64	Ct+Tryp	run2	2
EH6219	64	Ct+Tryp	run2	3
EH6220	blank	Ct+Tryp	run2	NA
EH6221	blank	Ct+Tryp	run2	NA
EH6222	blank	Ct+Tryp	run2	NA
EH6223	65	Ct+Tryp	run2	1
EH6224	65	Ct+Tryp	run2	2
EH6225	65	Ct+Tryp	run2	3
EH6226	blank	Ct+Tryp	run2	NA
EH6227	blank	Ct+Tryp	run2	NA
EH6228	blank	Ct+Tryp	run2	NA
EH6229	66	Ct+Tryp	run2	1
EH6230	66	Ct+Tryp	run2	2
EH6231	66	Ct+Tryp	run2	3
EH6232	blank	Ct+Tryp	run2	NA
EH6233	blank	Ct+Tryp	run2	NA
EH6234	blank	Ct+Tryp	run2	NA
EH6235	67	Ct+Tryp	run2	1
EH6236	67	Ct+Tryp	run2	2
EH6237	67	Ct+Tryp	run2	3
EH6238	68	Ct+Tryp	run2	1
EH6239	68	Ct+Tryp	run2	2
EH6240	68	Ct+Tryp	run2	3
EH6241	blank	Ct+Tryp	run2	NA
EH6242	blank	Ct+Tryp	run2	NA
EH6243	blank	Ct+Tryp	run2	NA
EH6244	69	Ct+Tryp	run2	1
EH6245	69	Ct+Tryp	run2	2
EH6246	69	Ct+Tryp	run2	3
EH6247	blank	Ct+Tryp	run2	NA
EH6248	blank	Ct+Tryp	run2	NA
EH6249	blank	Ct+Tryp	run2	NA
EH6250	70	Ct+Tryp	run2	1
EH6251	70	Ct+Tryp	run2	2
EH6252	70	Ct+Tryp	run2	3
EH6253	blank	Ct+Tryp	run2	NA
EH6254	blank	Ct+Tryp	run2	NA
EH6443	1	Tryp	run3	1
EH6444	1	Tryp	run3	2
EH6445	1	Tryp	run3	3
EH6446	blank	Tryp	run3	NA
EH6447	2	Tryp	run3	1
EH6448	2	Tryp	run3	2
EH6449	2	Tryp	run3	3
EH6450	blank	Tryp	run3	NA
EH6451	3	Tryp	run3	1
EH6452	3	Tryp	run3	2
EH6453	3	Tryp	run3	3
EH6454	blank	Tryp	run3	NA
EH6455	4	Tryp	run3	1
EH6456	4	Tryp	run3	2
EH6457	4	Tryp	run3	3
EH6458	blank	Tryp	run3	NA
EH6459	5	Tryp	run3	1
EH6460	5	Tryp	run3	2
EH6461	5	Tryp	run3	3
EH6462	blank	Tryp	run3	NA
EH6463	blank	Tryp	run3	NA
EH6464	blank	Tryp	run3	NA
EH6465	6	Tryp	run3	1
EH6466	6	Tryp	run3	2
EH6467	6	Tryp	run3	3
EH6468	blank	Tryp	run3	NA
EH6469	7	Tryp	run3	1
EH6470	7	Tryp	run3	2
EH6471	7	Tryp	run3	3
EH6472	blank	Tryp	run3	NA
EH6473	8	Tryp	run3	1
EH6474	8	Tryp	run3	2
EH6475	8	Tryp	run3	3
EH6476	blank	Tryp	run3	NA
EH6477	9	Tryp	run3	1
EH6478	9	Tryp	run3	2
EH6479	9	Tryp	run3	3
EH6480	blank	Tryp	run3	NA
EH6481	10	Tryp	run3	1
EH6482	10	Tryp	run3	2
EH6483	10	Tryp	run3	3
EH6484	blank	Tryp	run3	NA
EH6485	blank	Tryp	run3	NA
EH6486	blank	Tryp	run3	NA
EH6487	11	Tryp	run3	1
EH6488	11	Tryp	run3	2
EH6489	11	Tryp	run3	3
EH6490	blank	Tryp	run3	NA
EH6491	12	Tryp	run3	1
EH6492	12	Tryp	run3	2
EH6493	12	Tryp	run3	3
EH6494	blank	Tryp	run3	NA
EH6495	13	Tryp	run3	1
EH6496	13	Tryp	run3	2
EH6497	13	Tryp	run3	3
EH6498	blank	Tryp	run3	NA
EH6499	14	Tryp	run3	1
EH6500	14	Tryp	run3	2
EH6501	14	Tryp	run3	3
EH6502	blank	Tryp	run3	NA
EH6503	15	Tryp	run3	1
EH6504	15	Tryp	run3	2
EH6505	15	Tryp	run3	3
EH6506	blank	Tryp	run3	NA
EH6507	16	Tryp	run3	1
EH6508	16	Tryp	run3	2
EH6509	16	Tryp	run3	3
EH6510	blank	Tryp	run3	NA
EH6511	blank	Tryp	run3	NA
EH6512	blank	Tryp	run3	NA
EH6513	17	Tryp	run3	1
EH6514	17	Tryp	run3	2
EH6515	17	Tryp	run3	3
EH6516	blank	Tryp	run3	NA
EH6517	18	Tryp	run3	1
EH6518	18	Tryp	run3	2
EH6519	18	Tryp	run3	3
EH6520	blank	Tryp	run3	NA
EH6521	19	Tryp	run3	1
EH6522	19	Tryp	run3	2
EH6523	19	Tryp	run3	3
EH6524	blank	Tryp	run3	NA
EH6525	20	Tryp	run3	1
EH6526	20	Tryp	run3	2
EH6527	20	Tryp	run3	3
EH6528	blank	Tryp	run3	NA
EH6529	21	Tryp	run3	1
EH6530	21	Tryp	run3	2
EH6531	21	Tryp	run3	3
EH6532	blank	Tryp	run3	NA
EH6533	blank	Tryp	run3	NA
EH6534	blank	Tryp	run3	NA
EH6535	22	Tryp	run3	1
EH6536	22	Tryp	run3	2
EH6537	22	Tryp	run3	3
EH6538	blank	Tryp	run3	NA
EH6539	23	Tryp	run3	1
EH6540	23	Tryp	run3	2
EH6541	23	Tryp	run3	3
EH6542	blank	Tryp	run3	NA
EH6543	24	Tryp	run3	1
EH6544	24	Tryp	run3	2
EH6545	24	Tryp	run3	3
EH6546	blank	Tryp	run3	NA
EH6547	25	Tryp	run3	1
EH6548	25	Tryp	run3	2
EH6549	25	Tryp	run3	3
EH6550	blank	Tryp	run3	NA
EH6551	blank	Tryp	run3	NA
EH6552	blank	Tryp	run3	NA
EH6553	26	Tryp	run3	1
EH6554	26	Tryp	run3	2
EH6555	26	Tryp	run3	3
EH6556	blank	Tryp	run3	NA
EH6557	blank	Tryp	run3	NA
EH6558	blank	Tryp	run3	NA
EH6559	27	Tryp	run3	1
EH6560	27	Tryp	run3	2
EH6561	27	Tryp	run3	3
EH6562	blank	Tryp	run3	NA
EH6563	blank	Tryp	run3	NA
EH6564	blank	Tryp	run3	NA
EH6565	28	Tryp	run3	1
EH6566	28	Tryp	run3	2
EH6567	28	Tryp	run3	3
EH6568	blank	Tryp	run3	NA
EH6569	blank	Tryp	run3	NA
EH6570	blank	Tryp	run3	NA
EH6571	29	Tryp	run3	1
EH6572	29	Tryp	run3	2
EH6573	29	Tryp	run3	3
EH6574	blank	Tryp	run3	NA
EH6575	blank	Tryp	run3	NA
EH6576	blank	Tryp	run3	NA
EH6577	30	Tryp	run3	1
EH6578	30	Tryp	run3	2
EH6579	30	Tryp	run3	3
EH6580	blank	Tryp	run3	NA
EH6581	blank	Tryp	run3	NA
EH6582	blank	Tryp	run3	NA
EH6583	31	Tryp	run3	1
EH6584	31	Tryp	run3	2
EH6585	31	Tryp	run3	3
EH6586	blank	Tryp	run3	NA
EH6587	blank	Tryp	run3	NA
EH6588	blank	Tryp	run3	NA
EH6589	32	Tryp	run3	1
EH6590	32	Tryp	run3	2
EH6591	32	Tryp	run3	3
EH6592	blank	Tryp	run3	NA
EH6593	blank	Tryp	run3	NA
EH6594	blank	Tryp	run3	NA
EH6595	33	Tryp	run3	1
EH6596	33	Tryp	run3	2
EH6597	33	Tryp	run3	3
EH6598	blank	Tryp	run3	NA
EH6599	blank	Tryp	run3	NA
EH6600	blank	Tryp	run3	NA
EH6601	34	Tryp	run3	1
EH6602	34	Tryp	run3	2
EH6603	34	Tryp	run3	3
EH6604	blank	Tryp	run3	NA
EH6605	blank	Tryp	run3	NA
EH6606	blank	Tryp	run3	NA
EH6607	35	Tryp	run3	1
EH6608	35	Tryp	run3	2
EH6609	35	Tryp	run3	3
EH6610	blank	Tryp	run3	NA
EH6611	blank	Tryp	run3	NA
EH6612	blank	Tryp	run3	NA
EH6613	36	Tryp	run3	1
EH6614	36	Tryp	run3	2
EH6615	36	Tryp	run3	3
EH6616	37	Tryp	run3	1
EH6617	37	Tryp	run3	2
EH6618	37	Tryp	run3	3
EH6619	38	Tryp	run3	1
EH6620	38	Tryp	run3	2
EH6621	38	Tryp	run3	3
EH6622	39	Tryp	run3	1
EH6623	39	Tryp	run3	2
EH6624	39	Tryp	run3	3
EH6625	blank	Tryp	run3	NA
EH6626	blank	Tryp	run3	NA
EH6627	blank	Tryp	run3	NA
EH6628	40	Tryp	run3	1
EH6629	40	Tryp	run3	2
EH6630	40	Tryp	run3	3
EH6631	41	Tryp	run3	1
EH6632	41	Tryp	run3	2
EH6633	41	Tryp	run3	3
EH6634	42	Tryp	run3	1
EH6635	42	Tryp	run3	2
EH6636	42	Tryp	run3	3
EH6637	43	Tryp	run3	1
EH6638	43	Tryp	run3	2
EH6639	43	Tryp	run3	3
EH6640	blank	Tryp	run3	NA
EH6641	blank	Tryp	run3	NA
EH6642	blank	Tryp	run3	NA
EH6643	44	Tryp	run3	1
EH6644	44	Tryp	run3	2
EH6645	44	Tryp	run3	3
EH6646	45	Tryp	run3	1
EH6647	45	Tryp	run3	2
EH6648	45	Tryp	run3	3
EH6649	46	Tryp	run3	1
EH6650	46	Tryp	run3	2
EH6651	46	Tryp	run3	3
EH6652	47	Tryp	run3	1
EH6653	47	Tryp	run3	2
EH6654	47	Tryp	run3	3
EH6655	blank	Tryp	run3	NA
EH6656	blank	Tryp	run3	NA
EH6657	blank	Tryp	run3	NA
EH6658	48	Tryp	run3	1
EH6659	48	Tryp	run3	2
EH6660	48	Tryp	run3	3
EH6661	blank	Tryp	run3	NA
EH6662	blank	Tryp	run3	NA
EH6663	blank	Tryp	run3	NA
EH6664	49	Tryp	run3	1
EH6665	49	Tryp	run3	2
EH6666	49	Tryp	run3	3
EH6667	blank	Tryp	run3	NA
EH6668	blank	Tryp	run3	NA
EH6669	blank	Tryp	run3	NA
EH6670	50	Tryp	run3	1
EH6671	50	Tryp	run3	2
EH6672	50	Tryp	run3	3
EH6673	blank	Tryp	run3	NA
EH6674	blank	Tryp	run3	NA
EH6675	blank	Tryp	run3	NA
EH6676	51	Tryp	run3	1
EH6677	51	Tryp	run3	2
EH6678	51	Tryp	run3	3
EH6679	blank	Tryp	run3	NA
EH6680	blank	Tryp	run3	NA
EH6681	blank	Tryp	run3	NA
EH6682	52	Tryp	run3	1
EH6683	52	Tryp	run3	2
EH6684	52	Tryp	run3	3
EH6685	blank	Tryp	run3	NA
EH6686	blank	Tryp	run3	NA
EH6687	blank	Tryp	run3	NA
EH6688	53	Tryp	run3	1
EH6689	53	Tryp	run3	2
EH6690	53	Tryp	run3	3
EH6691	blank	Tryp	run3	NA
EH6692	blank	Tryp	run3	NA
EH6693	blank	Tryp	run3	NA
EH6694	54	Tryp	run3	1
EH6695	54	Tryp	run3	2
EH6696	54	Tryp	run3	3
EH6697	blank	Tryp	run3	NA
EH6698	blank	Tryp	run3	NA
EH6699	blank	Tryp	run3	NA
EH6700	55	Tryp	run3	1
EH6701	55	Tryp	run3	2
EH6702	55	Tryp	run3	3
EH6703	56	Tryp	run3	1
EH6704	56	Tryp	run3	2
EH6705	56	Tryp	run3	3
EH6706	57	Tryp	run3	1
EH6707	57	Tryp	run3	2
EH6708	57	Tryp	run3	3
EH6709	58	Tryp	run3	1
EH6710	58	Tryp	run3	2
EH6711	58	Tryp	run3	3
EH6712	blank	Tryp	run3	NA
EH6713	blank	Tryp	run3	NA
EH6714	blank	Tryp	run3	NA
EH6715	59	Tryp	run3	1
EH6716	59	Tryp	run3	2
EH6717	59	Tryp	run3	3
EH6718	blank	Tryp	run3	NA
EH6719	blank	Tryp	run3	NA
EH6720	blank	Tryp	run3	NA
EH6721	60	Tryp	run3	1
EH6722	60	Tryp	run3	2
EH6723	60	Tryp	run3	3
EH6724	blank	Tryp	run3	NA
EH6725	blank	Tryp	run3	NA
EH6726	blank	Tryp	run3	NA
EH6727	61	Tryp	run3	1
EH6728	61	Tryp	run3	2
EH6729	61	Tryp	run3	3
EH6730	blank	Tryp	run3	NA
EH6731	blank	Tryp	run3	NA
EH6732	blank	Tryp	run3	NA
EH6733	62	Tryp	run3	1
EH6734	62	Tryp	run3	2
EH6735	62	Tryp	run3	3
EH6736	blank	Tryp	run3	NA
EH6737	blank	Tryp	run3	NA
EH6738	blank	Tryp	run3	NA
EH6739	63	Tryp	run3	1
EH6740	63	Tryp	run3	2
EH6741	63	Tryp	run3	3
EH6742	blank	Tryp	run3	NA
EH6743	blank	Tryp	run3	NA
EH6744	blank	Tryp	run3	NA
EH6745	64	Tryp	run3	1
EH6746	64	Tryp	run3	2
EH6747	64	Tryp	run3	3
EH6748	blank	Tryp	run3	NA
EH6749	blank	Tryp	run3	NA
EH6750	blank	Tryp	run3	NA
EH6751	65	Tryp	run3	1
EH6752	65	Tryp	run3	2
EH6753	65	Tryp	run3	3
EH6754	blank	Tryp	run3	NA
EH6755	blank	Tryp	run3	NA
EH6756	blank	Tryp	run3	NA
EH6757	66	Tryp	run3	1
EH6758	66	Tryp	run3	2
EH6759	66	Tryp	run3	3
EH6760	blank	Tryp	run3	NA
EH6761	blank	Tryp	run3	NA
EH6762	blank	Tryp	run3	NA
EH6763	67	Tryp	run3	1
EH6764	67	Tryp	run3	2
EH6765	67	Tryp	run3	3
EH6766	68	Tryp	run3	1
EH6767	68	Tryp	run3	2
EH6768	68	Tryp	run3	3
EH6769	blank	Tryp	run3	NA
EH6770	blank	Tryp	run3	NA
EH6771	blank	Tryp	run3	NA
